id,video_id,start,end,class_id,verb,noun,annotation
497,62luPpPYYYY,70,80,36,shake,hair,3
498,DW5z8hrannI,30,40,18,shake,tree,0
499,wlgeHoW6KBE,100,110,54,blend,phone,0
500,hX1oGXa6JmM,20,30,25,wash,fridge,0
501,H5sUKWiUEec,70,80,38,close,fridge,0
502,19YNrzW4Fzk,60,70,52,measure,hair,3
503,iqexWU7VyhM,50,60,15,wash,coconut,0
504,8PnMlO08Mnk,140,150,23,move,tree,3
505,4kiViS0bgNE,10,20,12,roll,potato,0
506,4u2Vp6zEbuU,130,140,15,wash,coconut,0
507,PQl07h1mxAg,40,50,56,spray,cup,0
508,f_MFUkNwulc,40,50,64,move,towel,0
509,7OvBOAAb8j8,0,10,56,spray,cup,0
510,2LmvYe3O_Pw,30,40,8,measure,carrots,0
511,Sjnd9mPSZnQ,20,30,39,throw,phone,0
512,R9IuLgx1vWg,50,60,33,hammer,phone,1
513,_omVbArsalg,20,30,26,cut,coconut,1
514,mTp8PZIPKUE,160,170,59,wash,potato,0
515,laJd9Uov9H0,20,30,46,shake,lemon,0
516,lejdvdQwFaM,20,30,27,shake,potato,0
517,sDn4i-nGG_w,10,20,50,wash,tomato,0
518,NAwXkU1PBZE,110,120,55,wash,apple,4
519,ugm2bChsFys,150,160,12,roll,potato,3
520,mm3HipKztPk,50,60,51,wash,window,1
521,A_Nq_tjawhE,0,10,59,wash,potato,3
522,W7ZQZIAuh0M,0,10,50,wash,tomato,0
523,f3eIl-JOTO8,0,10,2,weigh,banana,0
524,KKUHAdD2MjQ,30,40,51,wash,window,0
525,CnCQLcu6w1g,50,60,47,deseed,tomato,0
526,sDn4i-nGG_w,0,10,50,wash,tomato,0
527,EA4yMzlHo9U,140,150,72,drink,chocolate,3
528,f_MFUkNwulc,180,190,64,move,towel,0
529,Hj1buihXUTM,110,120,67,spray,table,4
530,a_P0n4HurSA,80,90,3,move,microwave,0
531,7uWUnTTd1EI,10,20,35,drop,fridge,0
532,U33B5izUYVM,130,140,36,shake,hair,0
533,CySNFSve2es,20,30,28,drink,egg,0
534,Jp-o1RoagLY,90,100,38,close,fridge,0
535,Hj1buihXUTM,0,10,67,spray,table,4
536,ROwXrrxucuo,80,90,52,measure,hair,3
537,2EGCvOfQX9U,160,170,10,cut,rock,3
538,tbZtayilfqI,70,80,25,wash,fridge,0
539,aPideUAoDuo,150,160,10,cut,rock,3
540,EQOjkCKLkEU,120,130,63,throw,cookie,0
541,niip72mOlkI,30,40,59,wash,potato,1
542,mm3HipKztPk,0,10,51,wash,window,0
543,mzPPftM78JA,30,40,65,measure,microwave,0
544,IVnm_G00aGI,120,130,36,shake,hair,3
545,QaMW4kKYbNM,10,20,6,throw,shirt,3
546,AvMJUXVp2FA,0,10,6,throw,shirt,0
547,8ONSC0Wk2ds,80,90,62,shake,clothe,3
548,62luPpPYYYY,0,10,36,shake,hair,3
549,cMllrzpThb4,10,20,22,unplug,phone,0
550,A3kLR715e8Y,10,20,23,move,tree,3
551,nLbndtTf2Ew,60,70,17,cut,chair,0
552,MAgLzSDf2OM,60,70,37,spray,chair,3
553,5-HRup3txno,100,110,14,deseed,pepper,3
554,0NVcV5SPqJw,10,20,24,weigh,pumpkin,3
555,CG5fbgkeCyU,10,20,61,open,blender,0
556,x2J7JYIDK8A,30,40,56,spray,cup,4
557,P3Qanob6u_M,90,100,51,wash,window,0
558,3O-DzSJuIVw,60,70,65,measure,microwave,3
559,cMllrzpThb4,80,90,22,unplug,phone,0
560,hlEa13wUW84,30,40,72,drink,chocolate,3
561,y24wB7UUMhU,50,60,12,roll,potato,0
562,BClthZVx8lU,40,50,49,measure,fridge,0
563,4XigYZX-904,120,130,45,spray,door,1
564,Hj1buihXUTM,50,60,67,spray,table,4
565,vauqe23tWUI,0,10,34,wash,door,0
566,RON01V4rqLo,90,100,67,spray,table,3
567,lejdvdQwFaM,30,40,27,shake,potato,4
568,PIyfG5wqb_Y,10,20,73,measure,chair,3
569,WbcM1D8rDpA,10,20,33,hammer,phone,2
570,Ip8fBV20i7o,20,30,22,unplug,phone,0
571,oi313V6-Ze8,50,60,61,open,blender,0
572,CRpYWbUCWyU,110,120,1,close,blender,0
573,adFJHues1_Y,0,10,55,wash,apple,1
574,D5IA_AxA7Mk,10,20,18,shake,tree,0
575,xWxYu9sy_aQ,70,80,32,throw,apple,0
576,j-yiBoFxE4s,40,50,0,shake,tomato,0
577,005CIpQVK6A,60,70,33,hammer,phone,3
578,nLbndtTf2Ew,10,20,17,cut,chair,0
579,Lmj8jLJBcxY,160,170,21,roll,carrot,3
580,ypfewaIAeno,70,80,1,close,blender,0
581,fdGX0ZDqaIM,20,30,50,wash,tomato,0
582,SeaBGYiRYo8,0,10,70,microwave,phone,1
583,hlEa13wUW84,70,80,72,drink,chocolate,3
584,58cbCtiqkOE,0,10,27,shake,potato,0
585,ej-9ylnpJlY,0,10,15,wash,coconut,0
586,jz0xMMEGX34,40,50,70,microwave,phone,3
587,QXngIMg72cw,70,80,60,throw,orange,0
588,DW5z8hrannI,10,20,18,shake,tree,0
589,tbZtayilfqI,10,20,25,wash,fridge,0
590,m7-Gh2TbpG0,20,30,24,weigh,pumpkin,3
591,-k_CO1mZHu4,60,70,26,cut,coconut,1
592,ZziozzTPNBs,80,90,16,weigh,tomato,0
593,a_P0n4HurSA,0,10,3,move,microwave,0
594,aZhGU1-J8_E,130,140,29,peel,coconut,1
595,ckAn6oT5J1E,20,30,74,measure,bacon,0
596,6iXUzTn9lTM,80,90,41,wash,cucumber,0
597,kwMGhyDDWco,10,20,19,shake,table,4
598,1NuAaixvAb0,70,80,47,deseed,tomato,0
599,X4uLsOR6Itg,0,10,68,throw,spoon,3
600,wU6IO6x12yE,70,80,70,microwave,phone,3
601,AFlB9xQWoSY,0,10,56,spray,cup,0
602,8mHapMhibX4,30,40,55,wash,apple,1
603,TBcectKprI8,0,10,53,measure,flower,0
604,VsvPTP-eJyA,50,60,3,move,microwave,0
605,GmeMtJxAomM,60,70,47,deseed,tomato,0
606,PNU0Z-N3pHQ,100,110,48,wash,pepper,3
607,iEccRpM8CYc,70,80,75,wash,towel,3
608,8ONSC0Wk2ds,200,210,62,shake,clothe,0
609,CW3SXh6a-WY,10,20,76,close,microwave,0
610,dNZDAKVee-g,20,30,3,move,microwave,0
611,B8pglPaQ978,160,170,16,weigh,tomato,0
612,qj-fJ7MAgCA,30,40,43,move,fridge,3
613,7mldxcvjUzY,70,80,47,deseed,tomato,0
614,5-HRup3txno,190,200,14,deseed,pepper,3
615,Qvf-MEibR2s,60,70,56,spray,cup,0
616,a_P0n4HurSA,140,150,3,move,microwave,0
617,LNF4beoGIbk,60,70,46,shake,lemon,0
618,FFHvfCxv7Iw,0,10,48,wash,pepper,3
619,bdPsmVhUlZ0,80,90,5,unplug,oven,0
620,OWkgxFBGIQM,100,110,28,drink,egg,0
621,3DKA44UUBLs,170,180,41,wash,cucumber,3
622,07ROfkLF_eE,100,110,22,unplug,phone,0
623,reHTwCCAWNE,10,20,63,throw,cookie,4
624,l2H8z66zyMM,150,160,45,spray,door,4
625,N6tuOi9rITw,30,40,69,wash,oven,0
626,B8pglPaQ978,80,90,16,weigh,tomato,0
627,Vs5d8vPheUM,130,140,69,wash,oven,0
628,QBVVbauEuJw,50,60,69,wash,oven,3
629,A_Nq_tjawhE,90,100,59,wash,potato,3
630,c1DnBGK9UF8,140,150,3,move,microwave,0
631,R3kim_g6fg8,200,210,72,drink,chocolate,1
632,pPpcr_Rsp9A,0,10,75,wash,towel,3
633,rnl4pq2erWw,120,130,7,spray,microwave,0
634,wogTiiFOhYM,0,10,11,peel,corn,3
635,yywai14eUPQ,20,30,6,throw,shirt,1
636,WpEx7SvTtlM,20,30,73,measure,chair,1
637,IX5T-ZmeEu4,30,40,27,shake,potato,0
638,h3pvtEHrdzY,90,100,73,measure,chair,3
639,eG_dFrnOk-k,10,20,0,shake,tomato,0
640,AsjddwZ8Ujg,30,40,51,wash,window,3
641,rX7KJuJiFqM,90,100,6,throw,shirt,4
642,LS1SQaG51yI,20,30,48,wash,pepper,1
643,3po2QzGx70g,0,10,68,throw,spoon,3
644,j87ce6W23jc,130,140,59,wash,potato,1
645,Sa6ZC4TEPXk,190,200,3,move,microwave,0
646,sZkB73MtxyQ,40,50,25,wash,fridge,0
647,PfDuz11ancM,130,140,38,close,fridge,0
648,4XigYZX-904,200,210,45,spray,door,3
649,e5TPe9cjHNQ,170,180,34,wash,door,1
650,-GnXUVhv_F0,30,40,65,measure,microwave,0
651,vEx9zP5ThD8,190,200,22,unplug,phone,0
652,kuRB-edR8zc,20,30,34,wash,door,0
653,Zx24I3hd8Hk,50,60,7,spray,microwave,0
654,_AbUIbH-Als,20,30,19,shake,table,3
655,XbG7q_wCfz4,0,10,40,wash,blender,3
656,YJ3OHf5KNGc,30,40,35,drop,fridge,3
657,ncozgeSnRwA,50,60,0,shake,tomato,0
658,NQ51KI5LEI0,60,70,62,shake,clothe,0
659,IMaKP6aBh4c,60,70,45,spray,door,3
660,0ccSrtWKncI,20,30,2,weigh,banana,0
661,6HgxiYBkh3U,10,20,19,shake,table,0
662,mds1TtfMEyA,60,70,52,measure,hair,1
663,j-yiBoFxE4s,120,130,0,shake,tomato,0
664,bTjdGJ6Mq3w,80,90,73,measure,chair,0
665,EQOjkCKLkEU,60,70,63,throw,cookie,0
666,ezjiBzQsn_Y,150,160,61,open,blender,0
667,_5CgRVlfv6A,10,20,77,wash,chair,3
668,kCW-9syBIZo,70,80,12,roll,potato,0
669,RcZ7Sx-H1co,10,20,12,roll,potato,0
670,dWcZLPA4b7Y,30,40,71,roll,shirt,3
671,8mHapMhibX4,20,30,55,wash,apple,1
672,6HgxiYBkh3U,190,200,19,shake,table,4
673,kuRB-edR8zc,140,150,34,wash,door,0
674,MaYLQYtHfTI,190,200,65,measure,microwave,0
675,RYHFeTsEn6U,60,70,8,measure,carrots,0
676,Wjp7kFYsups,30,40,24,weigh,pumpkin,1
677,d8obFkc12iQ,50,60,12,roll,potato,0
678,Y7kKcIsBKDo,60,70,19,shake,table,0
679,iGS-HgK_Zt4,100,110,62,shake,clothe,0
680,AB276WF6HEY,40,50,37,spray,chair,0
681,wuElGdGct3I,80,90,2,weigh,banana,0
682,_xgbNTOBS34,130,140,72,drink,chocolate,3
683,wuElGdGct3I,100,110,2,weigh,banana,0
684,sd0o9YFDNgw,10,20,63,throw,cookie,0
685,6QgDnu6BV84,20,30,63,throw,cookie,0
686,ppNqpTCZgf4,110,120,2,weigh,banana,0
687,Tkes2ULyZLY,60,70,11,peel,corn,3
688,WyQ7LNhRVzI,10,20,43,move,fridge,0
689,EUi_b4mhQPQ,40,50,13,measure,pizza,3
690,j-yiBoFxE4s,0,10,0,shake,tomato,0
691,7kgMDB7wRIM,50,60,30,roll,banana,0
692,CySNFSve2es,120,130,28,drink,egg,0
693,zUc5FcAwrrI,0,10,10,cut,rock,3
694,Lnu1qMFAzmw,100,110,48,wash,pepper,4
695,CnCQLcu6w1g,80,90,47,deseed,tomato,0
696,PQl07h1mxAg,130,140,56,spray,cup,0
697,aZhGU1-J8_E,0,10,29,peel,coconut,3
698,rQVGiAlXMwg,0,10,10,cut,rock,0
699,QT9OjViyb-A,110,120,19,shake,table,0
700,D5IA_AxA7Mk,60,70,18,shake,tree,1
701,D8KCobW7OwU,10,20,15,wash,coconut,4
702,wuElGdGct3I,50,60,2,weigh,banana,0
703,D2Arz-mCuFw,90,100,18,shake,tree,0
704,pFNOCAYJtr4,20,30,62,shake,clothe,0
705,834sSnDSUmM,160,170,38,close,fridge,0
706,w-Nx6VdioMc,40,50,41,wash,cucumber,0
707,YAGrPiPshH0,10,20,31,cut,pumpkin,3
708,gH84uWZFxsM,20,30,52,measure,hair,1
709,D2Arz-mCuFw,70,80,18,shake,tree,0
710,fdGX0ZDqaIM,30,40,50,wash,tomato,0
711,MAgLzSDf2OM,150,160,37,spray,chair,0
712,HmDiZnNFrcE,10,20,31,cut,pumpkin,3
713,PBgaGBJj-H0,50,60,78,shake,chair,3
714,6iXUzTn9lTM,20,30,41,wash,cucumber,0
715,ESGETDNtitU,80,90,43,move,fridge,3
716,7lVCxkcyJjY,40,50,58,cut,towel,0
717,vu3AK7zAw7o,150,160,52,measure,hair,1
718,TYKnvXapauI,130,140,51,wash,window,0
719,_1qBiUrN2aE,80,90,38,close,fridge,3
720,6BUPiNgLjvI,0,10,37,spray,chair,0
721,7uWUnTTd1EI,70,80,35,drop,fridge,0
722,fMXj-YyzZlE,10,20,77,wash,chair,0
723,zUc5FcAwrrI,40,50,10,cut,rock,3
724,VsvPTP-eJyA,120,130,3,move,microwave,0
725,uYRFa36TepE,50,60,26,cut,coconut,1
726,VgtUFXs2INY,40,50,27,shake,potato,0
727,PBgaGBJj-H0,20,30,78,shake,chair,3
728,wU6IO6x12yE,0,10,70,microwave,phone,3
729,HJie_tDL5Lc,40,50,72,drink,chocolate,3
730,gH84uWZFxsM,40,50,52,measure,hair,1
731,SL8zjzMQmV4,10,20,20,throw,flower,0
732,cSl6PT0AyI0,0,10,44,shake,door,0
733,heOpygpqeSY,30,40,44,shake,door,0
734,Jfd4tibHAaM,20,30,33,hammer,phone,1
735,3DKA44UUBLs,160,170,41,wash,cucumber,3
736,f_MFUkNwulc,30,40,64,move,towel,0
737,EQOjkCKLkEU,80,90,63,throw,cookie,0
738,hssbkINUuII,180,190,46,shake,lemon,3
739,R8LLMRs-IQw,70,80,71,roll,shirt,2
740,t7mMXzZo5rU,70,80,57,unplug,fridge,1
741,AciBMkgrlGk,70,80,8,measure,carrots,1
742,R8LLMRs-IQw,70,80,71,roll,shirt,2
743,_xISR4eybIA,50,60,78,shake,chair,3
744,Y85-CAraKaA,10,20,45,spray,door,3
745,ZKFwXrte3mA,0,10,35,drop,fridge,3
746,MAgLzSDf2OM,130,140,37,spray,chair,0
747,Sjnd9mPSZnQ,0,10,39,throw,phone,0
748,xWxYu9sy_aQ,80,90,32,throw,apple,0
749,FgPFvDTufhA,0,10,53,measure,flower,0
750,fdGX0ZDqaIM,50,60,50,wash,tomato,0
751,_xgbNTOBS34,60,70,72,drink,chocolate,3
752,f3NPcdHyiBU,20,30,29,peel,coconut,1
753,lX9msYbru5I,0,10,20,throw,flower,3
754,Sjnd9mPSZnQ,70,80,39,throw,phone,0
755,kGVlHDEQQR4,50,60,75,wash,towel,3
756,834sSnDSUmM,170,180,38,close,fridge,0
757,XbG7q_wCfz4,110,120,40,wash,blender,3
758,UqY2aE_wZYE,0,10,66,wash,microwave,0
759,YAGrPiPshH0,40,50,31,cut,pumpkin,1
760,NAwXkU1PBZE,90,100,55,wash,apple,4
761,-VOpTWzqM5A,0,10,58,cut,towel,3
762,tbZtayilfqI,130,140,25,wash,fridge,0
763,EUi_b4mhQPQ,20,30,13,measure,pizza,3
764,iGmba7i5wjw,0,10,17,cut,chair,0
765,mm3HipKztPk,60,70,51,wash,window,1
766,SKssjtse8eQ,0,10,0,shake,tomato,4
767,pIQBOISKJGE,60,70,22,unplug,phone,3
768,RbKuKAGphTk,50,60,26,cut,coconut,1
769,yywai14eUPQ,10,20,6,throw,shirt,3
770,LAtpalx4_mw,50,60,11,peel,corn,3
771,CRpYWbUCWyU,120,130,1,close,blender,0
772,o3TSaTrmMzY,30,40,11,peel,corn,3
773,TiQFwSBcTK8,100,110,42,wash,rock,0
774,SeaBGYiRYo8,30,40,70,microwave,phone,1
775,oi313V6-Ze8,20,30,61,open,blender,0
776,mds1TtfMEyA,70,80,52,measure,hair,1
777,TLMroVuZ_Nc,150,160,1,close,blender,0
778,Y7kKcIsBKDo,40,50,19,shake,table,4
779,qj-fJ7MAgCA,10,20,38,close,fridge,3
780,JDHWEOQCoIA,50,60,9,open,microwave,0
781,VAn1x7gKrHA,140,150,23,move,tree,3
782,tG2Shni2jm8,0,10,27,shake,potato,4
783,aPideUAoDuo,110,120,10,cut,rock,3
784,iUddRuB6hvA,40,50,46,shake,lemon,4
785,rCEia8BsjTs,110,120,56,spray,cup,4
786,5HURl8PeQcY,20,30,40,wash,blender,4
787,BJaFHIo2NB0,40,50,18,shake,tree,0
788,CnCQLcu6w1g,140,150,47,deseed,tomato,0
789,CRJMOUbDnMg,40,50,49,measure,fridge,3
790,IyHO5Qe102E,130,140,10,cut,rock,0
791,l2H8z66zyMM,0,10,45,spray,door,0
792,9qTXSg-1IRE,10,20,26,cut,coconut,1
793,n8uz0gZY5W0,10,20,23,move,tree,3
794,-GnXUVhv_F0,100,110,65,measure,microwave,0
795,i9sZF8t4aBw,0,10,6,throw,shirt,2
796,4XigYZX-904,190,200,45,spray,door,3
797,W79a4F53GEU,50,60,72,drink,chocolate,3
798,ovjtEVbtPCo,40,50,19,shake,table,3
799,l2H8z66zyMM,170,180,45,spray,door,4
800,c1DnBGK9UF8,150,160,3,move,microwave,0
801,DLm7Jk3YQg8,50,60,42,wash,rock,3
802,iEccRpM8CYc,20,30,75,wash,towel,3
803,kl8if9zZOMw,0,10,32,throw,apple,0
804,IFY8XLDly1o,20,30,2,weigh,banana,1
805,7OvBOAAb8j8,10,20,56,spray,cup,3
806,PvNbmFinbrk,60,70,29,peel,coconut,1
807,3fKz5FkH3F4,10,20,44,shake,door,0
808,HoCBudoWS8w,100,110,5,unplug,oven,0
809,sXtswVlbtAA,10,20,55,wash,apple,0
810,jgrfDs2lJxA,60,70,54,blend,phone,3
811,xlE3WNHFJKQ,30,40,41,wash,cucumber,0
812,NQ51KI5LEI0,20,30,62,shake,clothe,3
813,4kiViS0bgNE,0,10,12,roll,potato,0
814,x_N08oF_GKA,30,40,64,move,towel,0
815,TUh2bapgcjs,0,10,77,wash,chair,3
816,wb_6k3_6Z7k,70,80,21,roll,carrot,3
817,bdPsmVhUlZ0,60,70,5,unplug,oven,0
818,hssbkINUuII,10,20,46,shake,lemon,3
819,7frRY7aGwMU,30,40,0,shake,tomato,0
820,NQ51KI5LEI0,190,200,62,shake,clothe,0
821,simtju9T-bU,110,120,48,wash,pepper,0
822,2sjn_Vn0ZlE,60,70,24,weigh,pumpkin,3
823,vEx9zP5ThD8,90,100,22,unplug,phone,3
824,8qI0EMnjlzY,70,80,20,throw,flower,3
825,07ROfkLF_eE,80,90,22,unplug,phone,0
826,UMzsVicg0CQ,130,140,19,shake,table,0
827,-LUcn3SoISQ,0,10,1,close,blender,0
828,7OvBOAAb8j8,30,40,56,spray,cup,0
829,07ROfkLF_eE,140,150,22,unplug,phone,0
830,ESGETDNtitU,50,60,43,move,fridge,3
831,VAn1x7gKrHA,70,80,23,move,tree,0
832,CySNFSve2es,50,60,28,drink,egg,3
833,PvNbmFinbrk,90,100,29,peel,coconut,1
834,UI_W7GfKZSQ,70,80,2,weigh,banana,0
835,jUdV9J1PL94,40,50,24,weigh,pumpkin,3
836,l2H8z66zyMM,140,150,45,spray,door,4
837,s2LuWXgjXuA,160,170,12,roll,potato,0
838,ezjiBzQsn_Y,10,20,61,open,blender,0
839,8OyitswIpFo,30,40,50,wash,tomato,1
840,iGS-HgK_Zt4,70,80,62,shake,clothe,2
841,ZpqjNqY3EuQ,0,10,50,wash,tomato,3
842,2EGCvOfQX9U,20,30,10,cut,rock,3
843,fMXj-YyzZlE,20,30,77,wash,chair,0
844,YhU77e8Zjt8,120,130,36,shake,hair,0
845,bHm_osyNz6k,50,60,49,measure,fridge,3
846,2c3hGpVyzS0,50,60,21,roll,carrot,3
847,iGS-HgK_Zt4,20,30,62,shake,clothe,3
848,BtnCCSGQgJA,40,50,29,peel,coconut,3
849,YhU77e8Zjt8,90,100,36,shake,hair,0
850,j87ce6W23jc,90,100,59,wash,potato,1
851,vAo53BiIEPE,120,130,73,measure,chair,0
852,ufyZT4jm2Vg,0,10,20,throw,flower,3
853,U33B5izUYVM,60,70,36,shake,hair,3
854,Wjp7kFYsups,10,20,24,weigh,pumpkin,3
855,OWkgxFBGIQM,30,40,28,drink,egg,0
856,i_EOu8P3KE4,20,30,44,shake,door,0
857,z_G67pOSfew,90,100,13,measure,pizza,0
858,ZzE9_ymzeR4,80,90,61,open,blender,3
859,ovRWKyF5nNY,80,90,61,open,blender,0
860,kCW-9syBIZo,60,70,12,roll,potato,0
861,5hhk_fUC8h0,20,30,46,shake,lemon,4
862,Lnu1qMFAzmw,20,30,48,wash,pepper,1
863,8OyitswIpFo,90,100,50,wash,tomato,1
864,Tv0xBk2aw70,10,20,61,open,blender,3
865,P3vtMEDmZC8,40,50,53,measure,flower,0
866,037S15TlT8I,150,160,7,spray,microwave,0
867,mTpgu-b2vv4,30,40,61,open,blender,0
868,DT2kfiISJTg,40,50,18,shake,tree,0
869,k-BfPJvoYlg,120,130,30,roll,banana,3
870,f_MFUkNwulc,150,160,64,move,towel,0
871,JBCezHEF5zQ,10,20,69,wash,oven,3
872,Vcc5oJYbHYs,30,40,28,drink,egg,3
873,KBxfrTftTLU,40,50,46,shake,lemon,4
874,EUi_b4mhQPQ,0,10,13,measure,pizza,0
875,CqWOyiGyxPo,160,170,26,cut,coconut,3
876,Fgx3B5h3qso,20,30,71,roll,shirt,1
877,-k_CO1mZHu4,80,90,26,cut,coconut,3
878,QaMW4kKYbNM,70,80,6,throw,shirt,3
879,VgtUFXs2INY,10,20,27,shake,potato,0
880,Lnu1qMFAzmw,110,120,48,wash,pepper,1
881,2EGCvOfQX9U,90,100,10,cut,rock,3
882,RNV3mNI-kqA,40,50,56,spray,cup,0
883,B8pglPaQ978,90,100,16,weigh,tomato,0
884,XbG7q_wCfz4,50,60,40,wash,blender,3
885,3DKA44UUBLs,20,30,41,wash,cucumber,0
886,cMMyLA2YML0,100,110,47,deseed,tomato,0
887,tHdnDCCCVBU,30,40,0,shake,tomato,0
888,THrn-rfRyLc,190,200,41,wash,cucumber,3
889,byRRRbfJF-0,10,20,71,roll,shirt,3
890,_xISR4eybIA,40,50,78,shake,chair,3
891,rCEia8BsjTs,160,170,56,spray,cup,0
892,6HgxiYBkh3U,20,30,19,shake,table,0
893,_-IBFaJQbsY,10,20,42,wash,rock,0
894,Lmj8jLJBcxY,40,50,21,roll,carrot,3
895,6HgxiYBkh3U,110,120,19,shake,table,0
896,vVlVl6duuzs,50,60,12,roll,potato,0
897,qNZJxuD9YrE,20,30,2,weigh,banana,1
898,f_MFUkNwulc,170,180,64,move,towel,0
899,TLMroVuZ_Nc,120,130,1,close,blender,0
900,sDn4i-nGG_w,60,70,50,wash,tomato,0
901,RON01V4rqLo,60,70,67,spray,table,3
902,FeMNBid3uPc,30,40,42,wash,rock,3
903,nLbndtTf2Ew,160,170,17,cut,chair,3
904,RON01V4rqLo,120,130,67,spray,table,3
905,H5sUKWiUEec,190,200,38,close,fridge,0
906,2EGCvOfQX9U,40,50,10,cut,rock,3
907,f0p88mYGqAA,10,20,73,measure,chair,3
908,w2WMp6f59hw,80,90,40,wash,blender,3
909,reHTwCCAWNE,30,40,63,throw,cookie,0
910,Jp-o1RoagLY,130,140,43,move,fridge,0
911,rQVGiAlXMwg,90,100,10,cut,rock,0
912,KKUHAdD2MjQ,20,30,51,wash,window,1
913,aZhGU1-J8_E,150,160,29,peel,coconut,3
914,hX1oGXa6JmM,30,40,25,wash,fridge,0
915,7kgMDB7wRIM,40,50,30,roll,banana,1
916,RYHFeTsEn6U,140,150,8,measure,carrots,0
917,OnrjUjItE0s,70,80,53,measure,flower,0
918,j-yiBoFxE4s,110,120,0,shake,tomato,0
919,m1hui_C9f7Q,130,140,71,roll,shirt,3
920,ncjMge3IFCs,20,30,29,peel,coconut,3
921,VgtUFXs2INY,20,30,27,shake,potato,0
922,5Dlqvb4UkaU,50,60,28,drink,egg,0
923,PfDuz11ancM,50,60,38,close,fridge,0
924,xOYBsNLoqFk,120,130,29,peel,coconut,1
925,cvlNf-iP-2s,10,20,60,throw,orange,3
926,t7mMXzZo5rU,60,70,57,unplug,fridge,3
927,YAGrPiPshH0,60,70,31,cut,pumpkin,1
928,BZx5Tz_A7mg,10,20,22,unplug,phone,3
929,DW5z8hrannI,0,10,18,shake,tree,0
930,gPWEjaWjRQY,70,80,35,drop,fridge,0
931,AsjddwZ8Ujg,40,50,51,wash,window,3
932,ZzE9_ymzeR4,10,20,61,open,blender,3
933,cl0cce775Kk,10,20,24,weigh,pumpkin,3
934,Ul6jIQf0pwc,30,40,9,open,microwave,3
935,Y60odUoKHVo,190,200,24,weigh,pumpkin,0
936,19YNrzW4Fzk,130,140,52,measure,hair,3
937,Pn3rSLJGgF0,60,70,18,shake,tree,0
938,i_EOu8P3KE4,30,40,44,shake,door,0
939,9m8AdQmnCbY,80,90,12,roll,potato,0
940,VsvPTP-eJyA,130,140,3,move,microwave,0
941,UMzsVicg0CQ,140,150,19,shake,table,0
942,ESGETDNtitU,60,70,38,close,fridge,3
943,PBgaGBJj-H0,40,50,78,shake,chair,3
944,muo-CLmYN10,10,20,62,shake,clothe,1
945,3nmUuE2039o,20,30,24,weigh,pumpkin,3
946,rQVGiAlXMwg,190,200,10,cut,rock,0
947,TiQFwSBcTK8,0,10,42,wash,rock,0
948,SD439g7zFP0,40,50,29,peel,coconut,1
949,gjxKzdqp6yo,20,30,17,cut,chair,3
950,3O-DzSJuIVw,130,140,65,measure,microwave,0
951,8iwmdq_clSQ,160,170,62,shake,clothe,0
952,5HURl8PeQcY,50,60,40,wash,blender,0
953,Abuv-HDteE4,10,20,27,shake,potato,0
954,037S15TlT8I,20,30,7,spray,microwave,0
955,wuElGdGct3I,10,20,2,weigh,banana,0
956,ngjuZP35cbQ,140,150,42,wash,rock,0
957,adFJHues1_Y,20,30,55,wash,apple,1
958,qKhCnoIDdJs,70,80,33,hammer,phone,1
959,Tv0xBk2aw70,50,60,61,open,blender,3
960,B8pglPaQ978,50,60,16,weigh,tomato,0
961,CRpYWbUCWyU,100,110,1,close,blender,0
962,bdPsmVhUlZ0,50,60,5,unplug,oven,0
963,9zVf_PUj0XE,60,70,63,throw,cookie,4
964,YtlM2-J803c,60,70,30,roll,banana,4
965,Y60odUoKHVo,110,120,24,weigh,pumpkin,3
966,THrn-rfRyLc,200,210,41,wash,cucumber,3
967,63E93QAQ3g4,130,140,71,roll,shirt,1
968,B1AEHa_M-jo,40,50,35,drop,fridge,3
969,NQ51KI5LEI0,150,160,62,shake,clothe,0
970,6HgxiYBkh3U,90,100,19,shake,table,0
971,hNhFlkNzg9Y,70,80,37,spray,chair,0
972,qKhCnoIDdJs,80,90,33,hammer,phone,1
973,DLm7Jk3YQg8,10,20,42,wash,rock,3
974,YAGrPiPshH0,80,90,31,cut,pumpkin,3
975,-0-btIM0E28,70,80,49,measure,fridge,0
976,dNZDAKVee-g,70,80,3,move,microwave,3
977,kNGAxDIN1Tw,120,130,26,cut,coconut,3
978,NAwXkU1PBZE,30,40,55,wash,apple,0
979,iGmba7i5wjw,80,90,17,cut,chair,0
980,R3kim_g6fg8,30,40,72,drink,chocolate,3
981,vu3AK7zAw7o,120,130,52,measure,hair,1
982,t3p2Uoitmys,40,50,45,spray,door,3
983,7x0fv6_X_HI,40,50,9,open,microwave,3
984,0w9U2ICnRnY,30,40,30,roll,banana,3
985,DLm7Jk3YQg8,0,10,42,wash,rock,3
986,cMMyLA2YML0,80,90,47,deseed,tomato,0
987,CRJMOUbDnMg,30,40,49,measure,fridge,3
988,7uWUnTTd1EI,130,140,35,drop,fridge,0
989,Jp-o1RoagLY,130,140,38,close,fridge,0
990,GmeMtJxAomM,10,20,47,deseed,tomato,0
991,e5TPe9cjHNQ,30,40,34,wash,door,0
992,oi313V6-Ze8,10,20,61,open,blender,0
993,_kf5h4whCcM,80,90,29,peel,coconut,3
994,YPWt7pWw-rE,10,20,79,open,fridge,0
995,3dqHNZc7Hdg,80,90,42,wash,rock,4
